Product ID,Category,Sub-Category,Product Name,PRICE,DISCOUNT,PROFIT
OFF-ST-10001932,Furniture,Bookcases,"Sauder Library with Doors, Mobile",47,0.13,0.13
FUR-FU-10004608,Technology,Phones,"Nokia Headset, Cordless",229,0.1,0.16
FUR-HON-10001689,Technology,Accessories,"SanDisk Memory Card, USB",41,0.08,0.06
TEC-ENE-10000154,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,122,0.19,0.04
TEC-CO-10002583,Technology,Machines,"StarTech Receipt Printer, White",270,0.04,0
TEC-CO-10002110,Technology,Copiers,"Canon Ink, Laser",187,0.07,0.01
TEC-MA-10001248,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",61,0.15,0.03
TEC-CO-10001382,Office Supplies,Appliances,"Cuisinart Refrigerator, Silver",197,0.13,0.03
FUR-TA-10003254,Technology,Phones,"Cisco Signal Booster, with Caller ID",326,0.01,0.11
FUR-OFF-10000303,Office Supplies,Storage,"Tenex Lockers, Wire Frame",83,0,0.06
TEC-MA-10004679,Office Supplies,Appliances,"KitchenAid Stove, Red",97,0.02,0.04
TEC-PH-10002563,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",181,0.18,0.09
TEC-AC-10004414,Technology,Phones,"Motorola Headset, VoIP",67,0.06,0.1
OFF-AP-10002371,Office Supplies,Art,"BIC Canvas, Water Color",80,0.13,0.17
TEC-CO-10001196,Office Supplies,Appliances,"Breville Refrigerator, Silver",90,0.16,0.1
OFF-SU-10001578,Technology,Phones,"Nokia Signal Booster, with Caller ID",121,0.1,0.2
TEC-MOT-10001244,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",163,0.2,0.04
FUR-FU-10004306,Office Supplies,Appliances,"KitchenAid Stove, Black",48,0.04,0.16
TEC-PH-10002387,Technology,Copiers,"HP Fax and Copier, Color",230,0.02,0.02
OFF-AP-10004041,Technology,Machines,"Konica Card Printer, Red",261,0.08,0.07
OFF-AP-10001099,Technology,Copiers,"Brother Wireless Fax, Laser",93,0.12,0.02
TEC-CO-10002157,Technology,Machines,"Okidata Card Printer, Red",217,0.04,0.14
TEC-CO-10000043,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,199,0.14,0.04
FUR-TA-10002041,Furniture,Furnishings,"Advantus Door Stop, Erganomic",195,0.12,0.04
FUR-SAF-10003745,Furniture,Chairs,"Hon Executive Leather Armchair, Red",161,0.07,0.13
TEC-PH-10003954,Technology,Accessories,"Enermax Router, Bluetooth",50,0.07,0.12
TEC-CO-10003083,Technology,Copiers,"Canon Fax and Copier, Color",234,0.09,0.19
OFF-TEN-10003089,Technology,Copiers,"Brother Personal Copier, Color",230,0.04,0.18
OFF-BIN-10000711,Technology,Machines,"StarTech Inkjet, Wireless",198,0.18,0.1
FUR-BO-10002325,Technology,Copiers,"HP Personal Copier, Laser",99,0.09,0.07
FUR-BO-10000022,Furniture,Tables,"Bevis Round Table, Adjustable Height",120,0.09,0.08
FUR-BO-10003438,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",237,0.06,0.09
OFF-AR-10001110,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,171,0.11,0.14
TEC-EPS-10002958,Technology,Phones,Adtran 1202752G1,281,0.12,0.08
OFF-AP-10002629,Technology,Accessories,"Enermax Router, Bluetooth",50,0.13,0.03
TEC-CO-10002242,Office Supplies,Appliances,"KitchenAid Blender, Silver",127,0.04,0.05
FUR-BO-10000655,Technology,Copiers,"Brother Fax Machine, Color",282,0,0.05
OFF-AP-10003702,Technology,Machines,"Epson Inkjet, Wireless",221,0.13,0.2
FUR-SAU-10004137,Office Supplies,Supplies,"Stiletto Shears, High Speed",228,0.11,0.02
OFF-ST-10004020,Technology,Phones,"Motorola Audio Dock, with Caller ID",43,0.07,0.1
FUR-BO-10002214,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,227,0.01,0.15
TEC-CO-10000854,Technology,Phones,"Motorola Signal Booster, Cordless",152,0.06,0.14
OFF-ELD-10001694,Office Supplies,Appliances,"KitchenAid Microwave, White",278,0.15,0.02
TEC-PH-10000990,Office Supplies,Appliances,"Hoover Stove, Black",320,0.03,0.18
TEC-MA-10000172,Technology,Copiers,"Canon Fax Machine, Laser",110,0.11,0.04
TEC-AC-10000890,Technology,Copiers,"Brother Fax Machine, Laser",219,0.07,0.2
OFF-ST-10003547,Furniture,Tables,"Lesro Computer Table, Fully Assembled",119,0.11,0.04
FUR-CH-10003109,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",163,0.06,0.12
OFF-ST-10004489,Technology,Phones,"Cisco Signal Booster, Cordless",225,0,0.12
FUR-BO-10000820,Technology,Copiers,"HP Fax Machine, High-Speed",117,0.03,0.11
FUR-BO-10003768,Office Supplies,Storage,"Tenex File Cart, Blue",317,0.11,0.09
TEC-PH-10001917,Office Supplies,Art,"Binney & Smith Markers, Fluorescent",318,0.09,0.12
OFF-HAM-10004917,Furniture,Bookcases,"Bush Classic Bookcase, Metal",106,0.13,0.15
TEC-AC-10001100,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",326,0.07,0.15
TEC-MA-10003314,Furniture,Bookcases,"Dania Corner Shelving, Pine",295,0.01,0.17
TEC-CO-10001595,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",226,0.17,0.03
TEC-PH-10003945,Technology,Machines,"Epson Receipt Printer, Wireless",174,0.05,0.1
TEC-MA-10003178,Office Supplies,Appliances,"Cuisinart Stove, White",134,0.09,0.04
FUR-CH-10003097,Technology,Copiers,"Brother Fax and Copier, Color",241,0,0.09
OFF-AR-10003066,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",54,0.09,0.07
TEC-PH-10001432,Office Supplies,Appliances,"Cuisinart Refrigerator, White",107,0.15,0.18
OFF-ST-10000619,Furniture,Bookcases,"Sauder Floating Shelf Set, Traditional",60,0.2,0.14
FUR-CH-10001784,Office Supplies,Storage,"Tenex Lockers, Single Width",134,0.13,0.13
FUR-CH-10001150,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional",326,0.2,0.14
FUR-FU-10001144,Technology,Copiers,"Canon Personal Copier, Color",253,0.09,0
TEC-CO-10001157,Office Supplies,Storage,"Eldon File Cart, Single Width",45,0.18,0.12
TEC-NOK-10002555,Technology,Phones,"Cisco Signal Booster, with Caller ID",326,0.12,0.2
FUR-FU-10002246,Technology,Machines,"StarTech Inkjet, Wireless",198,0.2,0.02
FUR-FU-10000815,Technology,Accessories,"Belkin Router, USB",269,0.07,0.04
FUR-BO-10004119,Office Supplies,Storage,"Smead Shelving, Blue",290,0.13,0.13
FUR-CHR-10001570,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",237,0.2,0.16
TEC-PH-10004297,Office Supplies,Storage,"Smead Lockers, Single Width",168,0.1,0.07
FUR-BO-10003706,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",181,0.2,0.15
FUR-TA-10000038,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",104,0.13,0.07
FUR-OFF-10001132,Technology,Phones,"Apple Signal Booster, Cordless",256,0.03,0.04
TEC-PH-10004105,Furniture,Tables,"Barricks Conference Table, with Bottom Storage",242,0,0.13
TEC-AC-10002649,Office Supplies,Appliances,"Hamilton Beach Stove, Red",234,0.08,0.01
OFF-AP-10002684,Technology,Accessories,"Logitech Router, Bluetooth",144,0.18,0.11
TEC-CO-10000388,Technology,Machines,"Epson Phone, White",304,0.03,0.12
OFF-AP-10001138,Technology,Copiers,"Brother Copy Machine, Color",128,0.08,0.05
OFF-AP-10000873,Technology,Phones,"Nokia Audio Dock, VoIP",322,0.06,0.16
TEC-CO-10002063,Technology,Machines,"Okidata Receipt Printer, Wireless",184,0.2,0.02
TEC-CO-10000269,Furniture,Chairs,"Hon Rocking Chair, Black",181,0.09,0.17
FUR-CH-10003353,Office Supplies,Art,"Sanford Markers, Water Color",130,0.05,0.07
OFF-ST-10000990,Technology,Phones,"Motorola Signal Booster, Cordless",152,0.19,0.14
TEC-AC-10002257,Office Supplies,Storage,"Eldon Lockers, Wire Frame",233,0.14,0.03
TEC-PH-10001002,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",82,0.02,0.12
OFF-ST-10000922,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",71,0.19,0.18
FUR-TA-10002855,Furniture,Furnishings,"Rubbermaid Photo Frame, Erganomic",221,0.07,0.09
TEC-PH-10001918,Technology,Copiers,"Hewlett Personal Copier, Color",225,0.12,0.2
TEC-AC-10001251,Technology,Phones,"Nokia Audio Dock, VoIP",322,0.05,0
FUR-CH-10003061,Furniture,Furnishings,"Tenex Frame, Duo Pack",292,0.16,0.15
OFF-AP-10004487,Furniture,Furnishings,"Eldon Door Stop, Black",157,0.04,0.13
TEC-CO-10002271,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",45,0.16,0.14
TEC-CO-10003420,Furniture,Tables,"Chromcraft Conference Table, Rectangular",183,0.08,0.13
OFF-ST-10003111,Technology,Phones,"Motorola Speaker Phone, Full Size",87,0.16,0.02
FUR-BO-10001708,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",66,0.11,0.16
FUR-CH-10001382,Furniture,Tables,"Chromcraft Conference Table, Adjustable Height",233,0.09,0.02
OFF-SME-10004553,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",299,0.04,0.14
FUR-CH-10003965,Technology,Phones,"Motorola Speaker Phone, VoIP",183,0.03,0.13
TEC-CO-10000791,Technology,Accessories,"Belkin Keyboard, Programmable",330,0.14,0.15
TEC-OKI-10000372,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",199,0.1,0.2
TEC-MA-10001711,Technology,Copiers,"Canon Fax Machine, Color",56,0.11,0.18
FUR-BO-10002680,Office Supplies,Appliances,"Cuisinart Blender, Silver",262,0.04,0.16
TEC-CO-10004147,Office Supplies,Appliances,"Hamilton Beach Microwave, Red",240,0.14,0.08
FUR-CH-10000470,Technology,Copiers,"Sharp Fax Machine, Color",315,0,0.04
FUR-FU-10003219,Technology,Copiers,"HP Ink, Laser",195,0.01,0.06
OFF-SU-10001346,Furniture,Chairs,"Hon Executive Leather Armchair, Black",153,0.15,0.12
OFF-ST-10001755,Office Supplies,Storage,"Eldon Lockers, Single Width",240,0.2,0.19
FUR-CH-10001684,Technology,Accessories,"Enermax Router, Bluetooth",50,0.04,0
TEC-AC-10004753,Furniture,Bookcases,"Sauder Classic Bookcase, Metal",114,0.03,0.2
TEC-MA-10004063,Technology,Phones,"Apple Signal Booster, Full Size",92,0.03,0.17
OFF-FEL-10001630,Office Supplies,Storage,"Eldon File Cart, Blue",322,0.18,0.13
OFF-FEL-10001541,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,44,0.1,0
TEC-CO-10004998,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,264,0.02,0.1
TEC-PH-10001573,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",65,0.14,0.08
TEC-PH-10003325,Furniture,Chairs,"Global Leather Task Chair, Black",125,0.03,0.08
FUR-CH-10002091,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,41,0.06,0.13
TEC-AC-10003947,Technology,Copiers,"Sharp Fax Machine, Laser",83,0.16,0.03
FUR-BO-10003199,Technology,Copiers,"Sharp Wireless Fax, High-Speed",149,0.2,0.09
TEC-PH-10001884,Office Supplies,Storage,"Eldon Trays, Single Width",110,0.03,0.19
OFF-ST-10000622,Furniture,Bookcases,"Safco Stackable Bookrack, Pine",155,0.03,0.04
TEC-CO-10003516,Furniture,Chairs,"Office Star Chairmat, Red",140,0.1,0.18
TEC-AC-10000844,Office Supplies,Storage,"Smead Lockers, Blue",291,0.13,0.07
FUR-BEV-10002369,Furniture,Chairs,"Hon Rocking Chair, Red",243,0.16,0.13
TEC-CO-10001087,Technology,Copiers,"Sharp Personal Copier, Laser",311,0.01,0.1
FUR-FU-10003708,Technology,Machines,"Okidata Inkjet, Durable",310,0.07,0.15
FUR-TA-10000317,Technology,Machines,"Konica Phone, White",132,0.15,0.07
FUR-CH-10004289,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",104,0.12,0
FUR-CH-10004009,Technology,Copiers,"Brother Fax and Copier, High-Speed",206,0.11,0.03
TEC-CO-10001487,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",77,0,0.18
OFF-AR-10002671,Furniture,Furnishings,"Eldon Frame, Erganomic",78,0.16,0.05
OFF-HAM-10004122,Office Supplies,Supplies,"Stiletto Shears, Steel",68,0.15,0.12
FUR-TA-10002611,Office Supplies,Storage,"Smead Lockers, Single Width",168,0.11,0.04
TEC-CO-10002578,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",43,0.19,0.16
FUR-HON-10004137,Technology,Accessories,"Logitech Memory Card, Erganomic",186,0.14,0.13
FUR-CH-10001871,Technology,Machines,"Okidata Printer, Durable",184,0.04,0.02
FUR-CH-10002126,Office Supplies,Storage,"Fellowes Lockers, Industrial",79,0.07,0.05
FUR-BO-10003106,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",105,0.1,0.14
TEC-STA-10003081,Technology,Copiers,"HP Fax and Copier, Color",230,0.18,0.13
FUR-FU-10002539,Technology,Phones,"Nokia Smart Phone, with Caller ID",237,0.12,0
OFF-AP-10003559,Technology,Phones,"Samsung Speaker Phone, with Caller ID",52,0.11,0.18
TEC-MA-10001290,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",162,0.12,0.17
OFF-AP-10000938,Technology,Accessories,"SanDisk Keyboard, Bluetooth",40,0.13,0.12
FUR-TA-10000222,Furniture,Bookcases,"Bush Classic Bookcase, Mobile",279,0.03,0.2
FUR-TA-10002341,Technology,Phones,"Nokia Office Telephone, Full Size",178,0.17,0.14
TEC-OKI-10000616,Office Supplies,Storage,"Rogers File Cart, Single Width",216,0.1,0.01
TEC-AC-10001552,Technology,Copiers,"Sharp Ink, High-Speed",307,0.13,0.08
FUR-TA-10001539,Technology,Accessories,Logitech Gaming G510s - Keyboard,201,0.12,0.18
TEC-AC-10001254,Furniture,Tables,"Bevis Training Table, Fully Assembled",287,0.16,0.17
OFF-EN-10002924,Technology,Copiers,"Hewlett Ink, Laser",261,0.03,0.06
FUR-DAN-10002028,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",246,0.16,0.05
FUR-CH-10003392,Furniture,Tables,"Barricks Computer Table, Fully Assembled",88,0.03,0.15
FUR-TA-10002797,Furniture,Chairs,Global Super Steno Chair,131,0.02,0.11
FUR-BO-10003386,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",163,0.19,0.16
FUR-CH-10002970,Technology,Copiers,"Canon Ink, Digital",305,0.02,0.06
TEC-PH-10002152,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",40,0.1,0.05
OFF-AR-10004519,Office Supplies,Appliances,"Hamilton Beach Microwave, Silver",214,0.01,0.12
TEC-PH-10001640,Furniture,Tables,"Barricks Computer Table, with Bottom Storage",199,0.08,0.04
FUR-CH-10002555,Technology,Copiers,"Canon Copy Machine, Laser",217,0.1,0.01
OFF-ST-10002538,Furniture,Chairs,"Hon Rocking Chair, Set of Two",203,0.02,0
FUR-TA-10001307,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Set of Two",251,0.08,0.2
TEC-CO-10000344,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,258,0.16,0.06
TEC-CO-10002523,Furniture,Bookcases,"Sauder Corner Shelving, Metal",133,0.03,0.18
FUR-TA-10001930,Technology,Machines,"StarTech Phone, White",242,0.11,0.06
FUR-BO-10004441,Furniture,Furnishings,"Tenex Clock, Erganomic",317,0.18,0.02
TEC-PH-10002218,Technology,Copiers,"Canon Fax Machine, High-Speed",41,0.1,0.15
TEC-MA-10001727,Office Supplies,Appliances,"Hamilton Beach Stove, Red",234,0.04,0.09
FUR-BO-10002782,Technology,Machines,"Panasonic Printer, White",300,0.12,0.05
OFF-ST-10004754,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,282,0.13,0.1
TEC-PH-10004437,Furniture,Tables,"Bevis Training Table, Adjustable Height",324,0.17,0.2
OFF-CUI-10002269,Furniture,Tables,"Barricks Computer Table, Fully Assembled",88,0.12,0.13
FUR-CH-10004218,Technology,Machines,"Okidata Card Printer, Durable",131,0.03,0.19
OFF-EN-10002723,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,229,0.05,0.2
OFF-SU-10004848,Furniture,Tables,Chromcraft Rectangular Conference Tables,75,0.09,0.17
TEC-AC-10003159,Technology,Copiers,"Brother Fax and Copier, High-Speed",206,0.15,0.07
TEC-AC-10004317,Technology,Accessories,"Enermax Memory Card, Programmable",116,0.11,0.1
TEC-MA-10000742,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Security-Tint",110,0.18,0.13
FUR-SAU-10000893,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",61,0.02,0
FUR-SAU-10003872,Furniture,Chairs,"Novimex Steel Folding Chair, Red",266,0.08,0.03
TEC-CO-10000135,Furniture,Tables,"Chromcraft Round Table, Adjustable Height",50,0.18,0.1
OFF-ST-10003907,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",101,0.06,0.1
TEC-CIS-10003017,Furniture,Chairs,"Harbour Creations Chairmat, Black",125,0.01,0.12
FUR-FU-10001447,Technology,Phones,"Apple Headset, Cordless",158,0.18,0.2
FUR-BO-10001646,Office Supplies,Art,"Boston Canvas, Fluorescent",242,0.03,0.08
TEC-PH-10004028,Technology,Phones,"Motorola Office Telephone, Full Size",244,0.12,0.07
OFF-AP-10003568,Furniture,Chairs,"Novimex Rocking Chair, Black",124,0.05,0.16
TEC-CO-10002404,Office Supplies,Storage,"Rogers File Cart, Single Width",216,0.06,0
TEC-PH-10004959,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",287,0.16,0.13
TEC-AC-10002402,Technology,Copiers,"Hewlett Copy Machine, Color",224,0.1,0.07
OFF-EAT-10002122,Technology,Copiers,"Hewlett Personal Copier, Laser",248,0.12,0.2
TEC-STA-10003925,Furniture,Tables,"Bevis Computer Table, with Bottom Storage",180,0.19,0.08
TEC-AC-10000712,Furniture,Bookcases,"Ikea Library with Doors, Metal",242,0,0.03
FUR-CH-10002653,Technology,Phones,"Apple Speaker Phone, Cordless",103,0.2,0.1
OFF-ST-10003020,Technology,Machines,"Konica Receipt Printer, Wireless",232,0.05,0.08
OFF-ST-10001554,Furniture,Bookcases,"Safco Corner Shelving, Traditional",324,0.19,0.03
FUR-TA-10002172,Office Supplies,Storage,"Fellowes Lockers, Single Width",250,0.05,0.2
FUR-RUB-10003724,Technology,Phones,"Cisco Speaker Phone, with Caller ID",200,0.09,0.05
OFF-ST-10003282,Office Supplies,Appliances,"Cuisinart Refrigerator, Red",135,0.12,0.05
OFF-ST-10000142,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",145,0.02,0.17
FUR-BO-10000362,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",60,0,0.19
TEC-CO-10002586,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",228,0.01,0.14
TEC-MA-10002780,Office Supplies,Supplies,"Kleencut Shears, High Speed",259,0.08,0.09
TEC-PH-10002127,Technology,Accessories,"SanDisk Router, USB",106,0.18,0.05
FUR-FU-10004876,Technology,Accessories,"SanDisk Numeric Keypad, USB",260,0.01,0.18
OFF-AP-10003800,Technology,Machines,"Konica Inkjet, White",85,0.13,0.08
TEC-MA-10000605,Furniture,Bookcases,"Sauder Stackable Bookrack, Mobile",154,0.14,0
FUR-CH-10003836,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",68,0.17,0.09
FUR-CH-10000432,Technology,Copiers,"HP Wireless Fax, High-Speed",214,0.12,0
FUR-OFF-10004824,Office Supplies,Storage,"Rogers Shelving, Wire Frame",87,0.16,0.15
FUR-FU-10000368,Technology,Phones,"Cisco Signal Booster, with Caller ID",326,0.01,0.14
TEC-MA-10000334,Furniture,Furnishings,"Eldon Stacking Tray, Duo Pack",235,0.01,0.09
OFF-BRE-10003295,Furniture,Bookcases,"Safco Library with Doors, Pine",259,0.13,0.16
TEC-PH-10000070,Technology,Phones,"Apple Headset, Full Size",314,0.11,0.14
OFF-AP-10001692,Office Supplies,Appliances,"Hoover Stove, Black",320,0,0.07
FUR-CH-10004584,Technology,Copiers,"HP Fax Machine, Color",129,0.1,0.18
TEC-AC-10002001,Technology,Phones,"Motorola Audio Dock, with Caller ID",43,0.07,0.17
FUR-CH-10003551,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,82,0.13,0.05
FUR-TA-10001289,Office Supplies,Paper,"Eaton Cards & Envelopes, 8.5 x 11",206,0.17,0.14
OFF-ELD-10002297,Technology,Machines,"StarTech Card Printer, Durable",66,0.15,0.03
TEC-MA-10004023,Technology,Accessories,"Enermax Router, Programmable",114,0.2,0.19
TEC-SAM-10000613,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",43,0.1,0.17
TEC-PH-10003075,Office Supplies,Storage,"Tenex Lockers, Industrial",199,0.04,0.16
TEC-AC-10003327,Office Supplies,Storage,"Tenex File Cart, Industrial",194,0.02,0.12
FUR-CH-10003761,Furniture,Tables,"Hon Conference Table, Rectangular",209,0.01,0.07
TEC-PH-10002602,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",252,0,0.01
OFF-ST-10003528,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",91,0.11,0.07
TEC-PH-10003012,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,106,0.04,0.19
TEC-MA-10003280,Furniture,Bookcases,Sauder Inglewood Library Bookcases,164,0.05,0.18
OFF-AP-10000003,Technology,Copiers,"Brother Ink, Color",248,0.2,0
TEC-MA-10001831,Technology,Machines,"Okidata Inkjet, Wireless",251,0.02,0.07
TEC-PH-10004048,Technology,Phones,"Cisco Smart Phone, Cordless",188,0.18,0.19
FUR-BO-10004080,Furniture,Furnishings,"Eldon Frame, Erganomic",78,0.02,0.16
OFF-AP-10001876,Office Supplies,Appliances,"Hoover Microwave, Silver",326,0.17,0.18
OFF-ST-10003641,Technology,Machines,"Epson Card Printer, Wireless",97,0.05,0.04
TEC-PH-10003484,Furniture,Chairs,"Harbour Creations Rocking Chair, Red",91,0.2,0.12
OFF-ST-10002756,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable",189,0.2,0.16
OFF-ST-10000046,Furniture,Chairs,"Office Star Swivel Stool, Set of Two",330,0.07,0.03
FUR-SAF-10002314,Furniture,Furnishings,"Deflect-O Frame, Durable",52,0.1,0.09
TEC-PH-10004358,Technology,Machines,"Panasonic Printer, Wireless",195,0.01,0.1
TEC-PH-10003601,Office Supplies,Appliances,"Breville Microwave, Red",71,0.15,0.13
TEC-BRO-10001568,Technology,Phones,"Nokia Headset, with Caller ID",250,0.09,0.16
OFF-AP-10000621,Office Supplies,Appliances,"KitchenAid Stove, Black",48,0.09,0.04
OFF-ST-10003995,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two",131,0.12,0.1
TEC-PH-10002483,Technology,Accessories,Logitech Wireless Gaming Headset G930,122,0.19,0.1
FUR-FU-10001477,Furniture,Chairs,"Hon Swivel Stool, Black",136,0.19,0.03
TEC-CO-10000270,Furniture,Tables,"Lesro Conference Table, Fully Assembled",83,0.1,0.07
TEC-CO-10001567,Office Supplies,Storage,"Eldon Lockers, Blue",274,0.13,0.06
FUR-BO-10000780,Technology,Machines,"Konica Phone, Wireless",137,0.17,0.01
TEC-KON-10002194,Technology,Phones,"Samsung Speaker Phone, with Caller ID",52,0,0.15
TEC-CO-10004929,Technology,Phones,"Samsung Signal Booster, Full Size",301,0.19,0
TEC-SAN-10004424,Technology,Accessories,"Logitech Keyboard, Erganomic",135,0.18,0.06
TEC-PAN-10003688,Furniture,Chairs,Global Italian Leather Office Chair,259,0.15,0.04
TEC-ENE-10004509,Technology,Phones,"Nokia Headset, Cordless",229,0.15,0.05
OFF-AP-10001274,Office Supplies,Storage,"Fellowes Folders, Wire Frame",184,0,0.07
FUR-TA-10002622,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,87,0.15,0
FUR-CH-10004054,Technology,Machines,"Panasonic Receipt Printer, White",258,0.14,0.02
TEC-CO-10001166,Office Supplies,Appliances,"KitchenAid Refrigerator, White",136,0.05,0
TEC-AC-10004975,Technology,Machines,"Konica Card Printer, Durable",286,0.12,0.11
TEC-BRO-10004178,Technology,Phones,"Apple Audio Dock, Full Size",42,0.16,0.15
OFF-ST-10003203,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",228,0.05,0.1
FUR-SAF-10002495,Office Supplies,Appliances,"Hoover Coffee Grinder, Silver",100,0.19,0.01
TEC-PH-10002647,Office Supplies,Storage,"Fellowes Trays, Wire Frame",244,0.04,0.18
FUR-BO-10002679,Technology,Phones,Ooma Telo VoIP Home Phone System,143,0.06,0.01
TEC-AC-10001455,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",181,0,0.2
FUR-TA-10003522,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,126,0.03,0.03
FUR-CH-10002966,Furniture,Chairs,"SAFCO Swivel Stool, Black",138,0.03,0.17
FUR-CH-10003956,Technology,Phones,"Cisco Audio Dock, VoIP",328,0.2,0.18
FUR-BO-10003323,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",80,0,0.18
TEC-AC-10003615,Technology,Copiers,"Brother Wireless Fax, Digital",288,0.04,0.09
OFF-ROG-10002132,Office Supplies,Appliances,"KitchenAid Microwave, Silver",115,0.02,0.13
FUR-CH-10003355,Office Supplies,Storage,"Eldon File Cart, Single Width",45,0.14,0.02
TEC-AC-10001705,Technology,Phones,Motorola Moto X,280,0.2,0.2
TEC-PH-10002183,Furniture,Furnishings,"Deflect-O Frame, Erganomic",215,0.17,0.19
TEC-CO-10000452,Technology,Copiers,"Hewlett Fax Machine, High-Speed",54,0.12,0.13
FUR-IKE-10000649,Technology,Copiers,"Brother Copy Machine, Laser",206,0.1,0.19
FUR-BUS-10004854,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,151,0.03,0.11
TEC-AC-10002850,Technology,Machines,"Konica Printer, White",91,0.01,0.2
TEC-CO-10003807,Technology,Copiers,"Canon Personal Copier, Color",253,0.05,0.12
FUR-DAN-10001993,Technology,Accessories,"SanDisk Router, Bluetooth",93,0.01,0.06
TEC-AC-10002738,Technology,Machines,"Panasonic Printer, Wireless",195,0.16,0.19
FUR-DAN-10003065,Technology,Accessories,"Enermax Router, Programmable",114,0.05,0.06
TEC-HP -10000081,Office Supplies,Appliances,"Hoover Microwave, Black",180,0.05,0.15
TEC-SAM-10001017,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",194,0.09,0.18
TEC-PH-10003723,Furniture,Chairs,"Hon Rocking Chair, Set of Two",203,0.08,0.17
TEC-AC-10003814,Technology,Copiers,"HP Personal Copier, Digital",78,0.08,0.06
OFF-ST-10003102,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,80,0.18,0.09
OFF-AP-10004140,Technology,Copiers,"Brother Wireless Fax, Laser",93,0.17,0.09
FUR-TA-10002571,Office Supplies,Storage,"Eldon Lockers, Wire Frame",233,0.07,0.05
